"","date","station","sensor","depth","vwcavg"
"359","2022-07-22","BUECI","BUECI-BASE",1,0.252875
"360","2022-07-23","BUECI","BUECI-BASE",1,0.253583333333333
"361","2022-07-24","BUECI","BUECI-BASE",1,0.25275
"362","2022-07-25","BUECI","BUECI-BASE",1,0.253375
"363","2022-07-26","BUECI","BUECI-BASE",1,0.261145833333333
"364","2022-07-27","BUECI","BUECI-BASE",1,0.2773125
"365","2022-07-28","BUECI","BUECI-BASE",1,0.284020833333333
"366","2022-07-29","BUECI","BUECI-BASE",1,0.2874375
"367","2022-07-30","BUECI","BUECI-BASE",1,0.287645833333333
"368","2022-07-31","BUECI","BUECI-BASE",1,0.286791666666667
"369","2022-08-01","BUECI","BUECI-BASE",1,0.2834375
"370","2022-08-02","BUECI","BUECI-BASE",1,0.28025
"371","2022-08-03","BUECI","BUECI-BASE",1,0.280270833333333
"372","2022-08-04","BUECI","BUECI-BASE",1,0.280020833333333
"373","2022-08-05","BUECI","BUECI-BASE",1,0.278875
"374","2022-06-19","SSMH","SSMH-BASE",1,0.365697916666667
"375","2022-06-20","SSMH","SSMH-BASE",1,0.370315972222222
"376","2022-06-21","SSMH","SSMH-BASE",1,0.371135416666667
"377","2022-06-22","SSMH","SSMH-BASE",1,0.371010416666667
"378","2022-06-23","SSMH","SSMH-BASE",1,0.372298611111111
"379","2022-06-24","SSMH","SSMH-BASE",1,0.374104166666667
"380","2022-06-25","SSMH","SSMH-BASE",1,0.3755625
"381","2022-06-26","SSMH","SSMH-BASE",1,0.378350694444444
"382","2022-06-27","SSMH","SSMH-BASE",1,0.379604166666667
"383","2022-06-28","SSMH","SSMH-BASE",1,0.378107638888889
"384","2022-06-29","SSMH","SSMH-BASE",1,0.377868055555556
"385","2022-06-30","SSMH","SSMH-BASE",1,0.379565789473684
"386","2022-07-01","SSMH","SSMH-BASE",1,0.381166666666667
"387","2022-07-02","SSMH","SSMH-BASE",1,0.378375
"388","2022-07-03","SSMH","SSMH-BASE",1,0.377770833333333
"389","2022-07-04","SSMH","SSMH-BASE",1,0.3805
"390","2022-07-04","BUECI","BUECI-SA",1,0.058027027027027
"391","2022-07-05","BUECI","BUECI-SA",1,0.0560208333333333
"392","2022-07-06","BUECI","BUECI-SA",1,0.0650833333333333
"393","2022-07-07","BUECI","BUECI-SA",1,0.0585555555555556
"394","2022-06-19","TNHA","TNHA-SA",1,0.343222222222222
"395","2022-06-20","TNHA","TNHA-SA",1,0.343572916666667
"396","2022-06-21","TNHA","TNHA-SA",1,0.342670138888889
"397","2022-06-22","TNHA","TNHA-SA",1,0.342079861111111
"398","2022-06-23","TNHA","TNHA-SA",1,0.343392361111111
"399","2022-06-24","TNHA","TNHA-SA",1,0.34509375
"400","2022-06-25","TNHA","TNHA-SA",1,0.345416666666667
"401","2022-06-26","TNHA","TNHA-SA",1,0.346295138888889
"402","2022-06-27","TNHA","TNHA-SA",1,0.346180555555556
"403","2022-06-28","TNHA","TNHA-SA",1,0.343836805555556
"404","2022-06-29","TNHA","TNHA-SA",1,0.346020833333333
"405","2022-06-30","TNHA","TNHA-SA",1,0.345412556053812
"406","2022-07-01","TNHA","TNHA-SA",1,0.3465625
"407","2022-07-02","TNHA","TNHA-SA",1,0.345604166666667
"408","2022-07-03","TNHA","TNHA-SA",1,0.343354166666667
"409","2022-07-04","TNHA","TNHA-SA",1,0.3415625
"410","2022-07-05","TNHA","TNHA-SA",1,0.340979166666667
"411","2022-07-06","TNHA","TNHA-SA",1,0.342083333333333
"412","2022-07-07","TNHA","TNHA-SA",1,0.339375
"413","2022-07-08","TNHA","TNHA-SA",1,0.336770833333333
"414","2022-07-09","TNHA","TNHA-SA",1,0.337583333333333
"415","2022-07-10","TNHA","TNHA-SA",1,0.339
"416","2022-07-11","TNHA","TNHA-SA",1,0.336291666666667
"417","2022-07-12","TNHA","TNHA-SA",1,0.329020833333333
"418","2022-07-13","TNHA","TNHA-SA",1,0.328541666666667
"419","2022-07-14","TNHA","TNHA-SA",1,0.329208333333333
"420","2022-07-15","TNHA","TNHA-SA",1,0.326895833333333
"421","2022-07-16","TNHA","TNHA-SA",1,0.3239375
"422","2022-07-17","TNHA","TNHA-SA",1,0.324770833333333
"423","2022-07-18","TNHA","TNHA-SA",1,0.3256875
"424","2022-07-19","TNHA","TNHA-SA",1,0.324979166666667
"425","2022-07-20","TNHA","TNHA-SA",1,0.326416666666667
"426","2022-07-21","TNHA","TNHA-SA",1,0.328666666666667
"427","2022-07-22","TNHA","TNHA-SA",1,0.325479166666667
"428","2022-07-23","TNHA","TNHA-SA",1,0.323125
"429","2022-07-24","TNHA","TNHA-SA",1,0.323416666666667
"430","2022-07-25","TNHA","TNHA-SA",1,0.323229166666667
"431","2022-07-26","TNHA","TNHA-SA",1,0.325708333333333
"432","2022-07-27","TNHA","TNHA-SA",1,0.3396875
"433","2022-07-28","TNHA","TNHA-SA",1,0.336541666666667
"434","2022-07-29","TNHA","TNHA-SA",1,0.337354166666667
"435","2022-07-30","TNHA","TNHA-SA",1,0.338791666666667
"436","2022-07-31","TNHA","TNHA-SA",1,0.338729166666667
"437","2022-08-01","TNHA","TNHA-SA",1,0.3383125
"438","2022-08-02","TNHA","TNHA-SA",1,0.337458333333333
"439","2022-08-03","TNHA","TNHA-SA",1,0.340020833333333
"440","2022-08-04","TNHA","TNHA-SA",1,0.340541666666667
"441","2022-08-05","TNHA","TNHA-SA",1,0.342020833333333
"442","2022-08-06","TNHA","TNHA-SA",1,0.3350625
"443","2022-08-07","TNHA","TNHA-SA",1,0.334541666666667
"444","2022-08-08","TNHA","TNHA-SA",1,0.335020833333333
"445","2022-08-09","TNHA","TNHA-SA",1,0.334583333333333
"446","2022-08-10","TNHA","TNHA-SA",1,0.332895833333333
